Name;Platform;Genre;Publisher;Global_Sales (MM);Year
Call of Duty: Black Ops II;PC;Shooter;Activision;1.53;2012
Fight Night Round 4;PS3;Fighting;Electronic Arts;1.53;2009
MySims Kingdom;Wii;Simulation;Electronic Arts;1.53;2008
The Simpsons Game;DS;Action;Electronic Arts;1.53;2007
Mortal Kombat 3;SNES;Fighting;Acclaim Entertainment;1.53;1994
NFL GameDay 99;PS;Sports;989 Studios;1.53;1998
Call of Duty: Modern Warfare: Reflex Edition;Wii;Shooter;Activision;1.53;2009
FIFA 17;XOne;Sports;Electronic Arts;1.53;2016
Mario Golf: Toadstool Tour;GC;Sports;Nintendo;1.53;2003
Tiger Woods 99 PGA Tour Golf;PS;Sports;Electronic Arts;1.53;1997
Donkey Kong Country: Tropical Freeze;WiiU;Platform;Nintendo;1.52;2014
Dead Space 2;X360;Shooter;Electronic Arts;1.52;2011
Sonic Rivals 2;PSP;Racing;Sega;1.52;2007
Knockout Kings;PS;Fighting;Electronic Arts;1.52;1997
The Simpsons Skateboarding;PS2;Sports;Electronic Arts;1.52;2002
NASCAR 98;PS;Racing;Electronic Arts;1.52;1996
F1 Race;NES;Racing;Nintendo;1.52;1984
Xevious;NES;Shooter;Namco Bandai Games;1.52;1984
NASCAR 99;PS;Racing;Electronic Arts;1.52;1998
NBA Live 2000;PS;Sports;Electronic Arts;1.52;1998
Mafia II;PS3;Action;Take-Two Interactive;1.52;2010
Call of Duty 3;PS3;Shooter;Activision;1.52;2006
Super Monkey Ball 2;GC;Puzzle;Atari;1.52;2002
Pac-Man World 2;PS2;Action;Namco Bandai Games;1.51;2002
Madden NFL 15;XOne;Sports;Electronic Arts;1.51;2014
Sonic & Sega All-Stars Racing;Wii;Racing;Sega;1.51;2010
LEGO Star Wars III: The Clone Wars;X360;Action;LucasArts;1.51;2011
Football Manager 2012;PC;Sports;Sega;1.51;2011
Puzzle & Dragons;3DS;Role-Playing;GungHo;1.51;2013
Mega Man 2;NES;Action;Capcom;1.51;1988
Simpsons Wrestling;PS;Fighting;Electronic Arts;1.51;2001
NBA Live 98;PS;Sports;Electronic Arts;1.51;1997
The Simpsons Game;PS2;Action;Electronic Arts;1.51;2007
Monopoly;PS;Misc;Hasbro Interactive;1.51;1997
SoulCalibur II;GC;Fighting;Namco Bandai Games;1.5;2003
Resistance 3;PS3;Shooter;Sony Computer Entertainment;1.5;2011
Tokyo Xtreme Racer Zero;PS2;Racing;Crave Entertainment;1.5;2000
Final Fantasy XIV: A Realm Reborn;PC;Role-Playing;Square Enix;1.5;2010
NFL Blitz;PS;Sports;Midway Games;1.5;1998
Red Faction II;PS2;Shooter;THQ;1.5;2002
Super Scribblenauts;DS;Puzzle;Warner Bros. Interactive Entertainment;1.5;2010
Madden NFL 2001;PS2;Sports;Electronic Arts;1.5;2000
WWF No Mercy;N64;Fighting;THQ;1.5;2000
Ice Climber;NES;Platform;Nintendo;1.5;1985
Sonic CD;SCD;Platform;Sega;1.5;1993
Ninja Hattori Kun: Ninja wa Shuugyou Degogiru no Maki;NES;Platform;Hudson Soft;1.5;1986
Dead Rising 2;X360;Action;Capcom;1.5;2010
Rock Band 2;PS3;Misc;MTV Games;1.5;2008
Pac-Man World;PS;Action;Namco Bandai Games;1.5;1998
Disney Sing It: Pop Hits;Wii;Misc;Disney Interactive Studios;1.49;2009
Final Fantasy: Crystal Chronicles;GC;Role-Playing;Nintendo;1.49;2003
Medal of Honor: Frontline;XB;Shooter;Electronic Arts;1.49;2002
Madden NFL 09;PS2;Sports;Electronic Arts;1.49;2008
Drawn To Life: SpongeBob SquarePants Edition;DS;Adventure;THQ;1.49;2008
Banjo-Tooie;N64;Platform;Nintendo;1.49;2000
Buzz! The BIG Quiz;PS2;Misc;Sony Computer Entertainment;1.49;2006
007: Quantum of Solace;X360;Action;Activision;1.49;2008
The Sims 3;Wii;Simulation;Electronic Arts;1.49;2010
New Play Control! Mario Power Tennis;Wii;Sports;Nintendo;1.48;2009
Bratz: Forever Diamondz;DS;Adventure;THQ;1.48;2006
Dirge of Cerberus: Final Fantasy VII;PS2;Shooter;Square Enix;1.48;2006
Nintendo World Cup;NES;Sports;Nintendo;1.48;1990
WWF WrestleMania 2000;N64;Fighting;THQ;1.48;1999
Wario Land II;GB;Platform;Nintendo;1.48;1997
Mass Effect 2;PS3;Role-Playing;Electronic Arts;1.48;2011
Major League Baseball 2K5;PS2;Sports;Take-Two Interactive;1.48;2005
Fight Night 2004;PS2;Fighting;Electronic Arts;1.48;2004
Tom Clancy's Splinter Cell: Pandora Tomorrow;XB;Action;Ubisoft;1.48;2004
Imagine: Master Chef;DS;Simulation;Ubisoft;1.47;2007
Assassin's Creed III: Liberation;PSV;Action;Ubisoft;1.47;2012
SoulCalibur IV;PS3;Fighting;Ubisoft;1.47;2008
Mario Golf;N64;Action;Nintendo;1.47;1999
Disney Princess;GBA;Platform;THQ;1.47;2003
Fight Night Round 3;X360;Fighting;Electronic Arts;1.47;2006
Metal Gear Rising: Revengeance;PS3;Action;Konami Digital Entertainment;1.47;2013
Chrono Trigger;DS;Role-Playing;Square Enix;1.47;2008
Star Wars: The Force Unleashed II;X360;Action;LucasArts;1.47;2010
The House of the Dead 2 & 3 Return;Wii;Shooter;Sega;1.47;2008
Disney Princess: Magical Jewels;DS;Adventure;Disney Interactive Studios;1.47;2007
LittleBigPlanet PS Vita;PSV;Platform;Sony Computer Entertainment;1.47;2012
Xenogears;PS;Role-Playing;SquareSoft;1.46;1998
The SpongeBob SquarePants Movie;GBA;Platform;THQ;1.46;2004
Tom Clancy's Ghost Recon: Future Soldier;X360;Shooter;Ubisoft;1.46;2012
Battlefield: Bad Company;X360;Shooter;Electronic Arts;1.46;2008
Midway Arcade Treasures;PS2;Misc;Midway Games;1.46;2003
Wall-E;DS;Platform;THQ;1.46;2008
Homefront;X360;Shooter;THQ;1.46;2011
Super Monkey Ball;GC;Puzzle;Atari;1.46;2001
Donkey Kong;2600;Platform;Coleco;1.46;1981
Mortal Kombat 4;PS;Fighting;GT Interactive;1.46;1998
Mario Superstar Baseball;GC;Sports;Nintendo;1.46;2005
Mass Effect 3;PS3;Role-Playing;Electronic Arts;1.46;2012
LEGO Batman 2: DC Super Heroes;Wii;Action;Warner Bros. Interactive Entertainment;1.46;2012
Medal of Honor: Warfighter;PS3;Action;Electronic Arts;1.46;2012
WCW vs the World;PS;Fighting;THQ;1.46;1998
SNK vs. Capcom: The Match of the Millennium;PSP;Fighting;Sega;1.46;2006
LEGO City Undercover;3DS;Platform;Nintendo;1.46;2013
Onimusha 3: Demon Siege;PS2;Action;Capcom;1.45;2004
Diablo III;X360;Role-Playing;Activision;1.45;2013
Batman: Arkham Knight;XOne;Action;Warner Bros. Interactive Entertainment;1.45;2015
BioShock;PS3;Shooter;Take-Two Interactive;1.45;2008
Red Dead Revolver;PS2;Shooter;Take-Two Interactive;1.45;2004
Anno 2070;PC;Strategy;Ubisoft;1.45;2011
Resident Evil: Outbreak;PS2;Action;Capcom;1.45;2003
Smarty Pants;Wii;Misc;Electronic Arts;1.45;2007
Tamagotchi;GB;Simulation;Namco Bandai Games;1.45;1996
4 Nin uchi Mahjong;NES;Misc;Nintendo;1.45;1984
Dragon Ball Z;SNES;Fighting;Namco Bandai Games;1.45;1993
Game de Hakken!! Tamagotchi 2;GB;Simulation;Namco Bandai Games;1.45;1997
Namco Museum 64;N64;Misc;Namco Bandai Games;1.45;1999
Hasbro Family Game Night;Wii;Puzzle;Electronic Arts;1.45;2008
Dragon Quest Monsters: Joker 2;DS;Role-Playing;Square Enix;1.45;2010
Tony Hawk's American Wasteland (Weekly american sales);PS2;Sports;Activision;1.45;2005
My Word Coach;DS;Misc;Ubisoft;1.45;2007
Hello Kitty Party;DS;Misc;Rising Star Games;1.44;2007
SingStar Pop;PS2;Misc;Sony Computer Entertainment;1.44;2007
Sonic Rivals;PSP;Racing;Sega;1.44;2006
SimCity (2013);PC;Simulation;Electronic Arts;1.44;2013
Kirby Super Star;SNES;Platform;Nintendo;1.44;1996
Far Cry 4;PS3;Shooter;Ubisoft;1.44;2014
WWE SmackDown vs Raw 2008;X360;Fighting;THQ;1.44;2007
Kinect Joy Ride;X360;Racing;Microsoft Game Studios;1.44;2010
Rayman Raving Rabbids;Wii;Misc;Ubisoft;1.44;2006
Need for Speed Rivals;PS3;Racing;Electronic Arts;1.44;2013
Tiger Woods PGA Tour 2005;PS2;Sports;Electronic Arts;1.44;2004
Dead Space 2;PS3;Shooter;Electronic Arts;1.44;2011
NCAA Football 2003;PS2;Sports;Electronic Arts;1.44;2002
Frogger 2: Swampy's Revenge;PS;Action;Hasbro Interactive;1.43;1999
Disney Infinity;X360;Action;Disney Interactive Studios;1.43;2013
LEGO Indiana Jones 2: The Adventure Continues;Wii;Action;Activision;1.43;2009
Sonic's Ultimate Genesis Collection;X360;Misc;Sega;1.43;2009
Tiger Woods PGA Tour 09 All-Play;Wii;Sports;Electronic Arts;1.43;2008
Disney's DuckTales;GB;Platform;Capcom;1.43;1988
Classic NES Series: Super Mario Bros.;GBA;Platform;Nintendo;1.43;2004
Triple Play 2000;PS;Sports;Electronic Arts;1.43;1999
Dragon Quest VII: Warriors of Eden;3DS;Role-Playing;Square Enix;1.42;2013
Cabela's Big Game Hunter;PS2;Sports;Activision;1.42;2002
UFC Undisputed 2010;PS3;Fighting;THQ;1.42;2010
NBA Live 06 (Weekly american sales);PS2;Sports;Electronic Arts;1.42;2005
The Legend of Zelda: The Minish Cap;GBA;Action;Nintendo;1.42;2004
NFL Street;PS2;Sports;Electronic Arts;1.42;2004
Sonic Generations;X360;Platform;Sega;1.42;2011
Super Metroid;SNES;Action;Nintendo;1.42;1994
Pro Yakyuu Family Stadium '87;NES;Sports;Namco Bandai Games;1.42;1987
Dead Space;X360;Action;Electronic Arts;1.42;2008
Resident Evil (Remake);GC;Action;Capcom;1.42;2002
Inazuma Eleven 2;DS;Role-Playing;Nintendo;1.42;2009
Tomb Raider (2013);PS4;Action;Square Enix;1.41;2014
LEGO Star Wars II: The Original Trilogy;PSP;Action;LucasArts;1.41;2006
Toy Story 3: The Video Game;Wii;Action;Disney Interactive Studios;1.41;2010
Fight Night Round 4;X360;Fighting;Electronic Arts;1.41;2009
LEGO Star Wars: The Video Game;GC;Action;Eidos Interactive;1.41;2005
Injustice: Gods Among Us;X360;Fighting;Warner Bros. Interactive Entertainment;1.41;2013
Madden NFL 15;PS3;Sports;Electronic Arts;1.41;2014
Disney's The Lion King;GEN;Platform;Virgin Interactive;1.41;1994
Ridge Racer;PSP;Racing;Sony Computer Entertainment;1.41;2004
Metroid: Other M;Wii;Action;Nintendo;1.41;2010
Knockout Kings 2000;PS;Fighting;Electronic Arts;1.41;1999
Gran Turismo 4 Prologue;PS2;Racing;Sony Computer Entertainment;1.41;2003
Twisted Metal: Black;PS2;Racing;Sony Computer Entertainment;1.41;2001
NASCAR 2005: Chase for the Cup;PS2;Racing;Electronic Arts;1.41;2004
Call of Duty: Black Ops;Wii;Shooter;Activision;1.4;2010
Spider-Man: The Movie;XB;Action;Activision;1.4;2002
Need For Speed: Undercover;PS2;Racing;Electronic Arts;1.4;2008
2Xtreme;PS;Sports;Sony Computer Entertainment;1.4;1996
Far Cry 2;PS3;Action;Ubisoft;1.4;2008
Sonic Advance 3;GBA;Platform;THQ;1.4;2004
Final Fantasy III;NES;Role-Playing;SquareSoft;1.4;1990
Battlefield 4;PC;Shooter;Electronic Arts;1.4;2013
Colin McRae Rally 3;PS2;Racing;Codemasters;1.4;2002
Madden NFL 2002;PS;Sports;Electronic Arts;1.39;2001
Doom (2016);PS4;Shooter;Bethesda Softworks;1.39;2016
Final Fantasy XII: Revenant Wings;DS;Role-Playing;Square Enix;1.39;2007
Bakugan: Battle Brawlers;DS;Action;Activision;1.39;2009
Deus Ex: Human Revolution;PS3;Shooter;Square Enix;1.39;2011
NBA Jam;SNES;Sports;Acclaim Entertainment;1.39;1994
Teenage Mutant Ninja Turtles III: The Manhattan Project;NES;Action;Konami Digital Entertainment;1.39;1991
Dynasty Warriors 5;PS2;Action;Tecmo Koei;1.39;2005
Hannah Montana: Spotlight World Tour;Wii;Action;Disney Interactive Studios;1.39;2007
WWE '13;PS3;Action;THQ;1.39;2012
Deus Ex: Human Revolution;X360;Shooter;Square Enix;1.39;2011
True Crime: Streets of LA;XB;Action;Activision;1.38;2003
The Sims 2;PSP;Simulation;Electronic Arts;1.38;2005
Paper Mario;N64;Role-Playing;Nintendo;1.38;2000
Bravely Default: Flying Fairy;3DS;Role-Playing;Nintendo;1.38;2012
Titanfall;X360;Shooter;Electronic Arts;1.38;2014
Duke Nukem: Time to Kill;PS;Shooter;Take-Two Interactive;1.38;1998
Persona 4: Golden;PSV;Role-Playing;Atlus;1.38;2012
Dead Rising 2;PS3;Action;Capcom;1.38;2010
Hasbro Family Game Night 2;Wii;Misc;Electronic Arts;1.38;2009
Disney Princess: Enchanted Journey;Wii;Adventure;Disney Interactive Studios;1.38;2007
Gardening Mama;DS;Puzzle;505 Games;1.38;2009
Dave Mirra Freestyle BMX 2;PS2;Sports;Acclaim Entertainment;1.38;2001
Need for Speed: The Run;X360;Action;Electronic Arts;1.38;2011
LEGO Indiana Jones: The Original Adventures;PS2;Action;LucasArts;1.37;2008
Assassin's Creed: Rogue;PS3;Action;Ubisoft;1.37;2014
Ridge Racer 7;PS3;Racing;Namco Bandai Games;1.37;2006
A Collection of Activision Classic Games for the Atari 2600;PS;Misc;Activision;1.37;1998
Forza Horizon 2;XOne;Racing;Microsoft Game Studios;1.37;2014
MotorStorm: Pacific Rift;PS3;Racing;Sony Computer Entertainment;1.37;2008
Sonic Colors;DS;Platform;Sega;1.37;2010
Star Wars Knights of the Old Republic II: The Sith Lords;XB;Role-Playing;Activision;1.37;2004
LEGO Harry Potter: Years 1-4;PS3;Action;Warner Bros. Interactive Entertainment;1.37;2010
Pocket Monsters Stadium;N64;Strategy;Nintendo;1.37;1998
NBA 2K15;PS3;Sports;Take-Two Interactive;1.36;2014
Tom Clancy's Ghost Recon 2;XB;Shooter;Ubisoft;1.36;2004
Crash Bandicoot 2: N-Tranced;GBA;Platform;Vivendi Games;1.36;2003
Burnout Paradise;X360;Racing;Electronic Arts;1.36;2008
SingStar Abba;PS2;Misc;Sony Computer Entertainment;1.36;2008
Gradius;NES;Shooter;Konami Digital Entertainment;1.36;1986
Dragon Quest III: Soshite Densetsu e...;SNES;Role-Playing;Enix Corporation;1.36;1996
Centipede;2600;Shooter;Atari;1.36;1981
Yoshi's New Island;3DS;Platform;Nintendo;1.36;2014
Ryse: Son of Rome;XOne;Action;Microsoft Game Studios;1.36;2013
Dead to Rights;PS2;Shooter;Electronic Arts;1.36;2002
Marvel vs. Capcom 3: Fate of Two Worlds;PS3;Fighting;Capcom;1.35;2011
Dance Dance Revolution (Japan);PS;Simulation;Konami Digital Entertainment;1.35;1999
F1 2010;PS3;Racing;Codemasters;1.35;2010
Madden NFL 98;PS;Sports;Electronic Arts;1.35;1997
FIFA Soccer 09;PSP;Sports;Electronic Arts;1.35;2008
Namco Museum DS;DS;Misc;Atari;1.35;2007
FIFA Soccer 08;PSP;Sports;Electronic Arts;1.35;2007
Grand Theft Auto: Chinatown Wars;DS;Action;Take-Two Interactive;1.35;2009
Alan Wake;X360;Action;Microsoft Game Studios;1.35;2010
Battlefield: Bad Company;PS3;Shooter;Electronic Arts;1.35;2008
Mortal Kombat X;XOne;Fighting;Warner Bros. Interactive Entertainment;1.35;2015
Samurai Warriors;PS2;Action;Electronic Arts;1.35;2004
The Simpsons: Hit & Run;XB;Racing;Vivendi Games;1.35;2003
Devil May Cry 4;X360;Action;Capcom;1.35;2008
Tom Clancy's Rainbow Six: Vegas 2;PS3;Shooter;Ubisoft;1.35;2008
Monster Hunter Freedom;PSP;Role-Playing;Capcom;1.35;2005
Crysis 2;X360;Action;Electronic Arts;1.35;2011
SaGa Frontier;PS;Role-Playing;SquareSoft;1.35;1997
SingStar Party;PS2;Misc;Sony Computer Entertainment;1.35;2004
FIFA Soccer 08;X360;Sports;Electronic Arts;1.35;2007
The ICO & Shadow of the Colossus Collection;PS3;Adventure;Sony Computer Entertainment;1.35;2011
Test Drive;PS2;Racing;Atari;1.34;2002
Mario & Luigi: Partners in Time;DS;Role-Playing;Nintendo;1.34;2005
Lost Planet: Extreme Condition;X360;Shooter;Capcom;1.34;2006
Mortal Kombat 3;GEN;Fighting;Acclaim Entertainment;1.34;1994
Doom 3;XB;Shooter;Activision;1.34;2005
Donkey Kong Jungle Beat;GC;Platform;Nintendo;1.34;2004
Need for Speed Carbon;PS2;Racing;Electronic Arts;1.34;2006
Max Payne 2: The Fall of Max Payne;PS2;Shooter;Take-Two Interactive;1.34;2003
Command & Conquer: Red Alert 2;PC;Strategy;Electronic Arts;1.34;2000
MVP Baseball 2004;PS2;Sports;Electronic Arts;1.34;2004
WWE SmackDown vs Raw 2008;PS3;Fighting;THQ;1.33;2007
Ratchet & Clank: Up Your Arsenal (Weekly american sales);PS2;Platform;Sony Computer Entertainment;1.33;2004
Your Shape: Fitness Evolved;X360;Sports;Ubisoft;1.33;2010
Rage;PS3;Shooter;Bethesda Softworks;1.33;2011
Skylanders SWAP Force;X360;Platform;Activision;1.33;2013
NBA 2K14;PS4;Sports;Take-Two Interactive;1.33;2013
Spider-Man: The Movie;GBA;Action;Activision;1.33;2002
WWF War Zone;N64;Fighting;Acclaim Entertainment;1.33;1998
Tony Hawk's Pro Skater;GB;Sports;Activision;1.33;2000
The Sims: Bustin' Out;GBA;Simulation;Electronic Arts;1.33;2003
Triple Play 2001;PS;Sports;Electronic Arts;1.33;2000
Metroid Prime 2: Echoes;GC;Shooter;Nintendo;1.33;2004
UFC Undisputed 2010;X360;Fighting;THQ;1.33;2010
Final Fantasy X / X-2 HD Remaster;PS3;Role-Playing;Square Enix;1.33;2013
Corvette;PS2;Racing;TDK Mediactive;1.33;2004
Petz Wild Animals: Dolphinz;DS;Simulation;Ubisoft;1.33;2007
Pokemon Ranger: Guardian Signs;DS;Role-Playing;Nintendo;1.33;2010
Middle-Earth: Shadow of Mordor;XOne;Action;Warner Bros. Interactive Entertainment;1.32;2014
Need for Speed Underground Rivals;PSP;Racing;Electronic Arts;1.32;2005
LEGO Batman: The Videogame;PS3;Action;Warner Bros. Interactive Entertainment;1.32;2008
Dark Souls II;PS3;Role-Playing;Namco Bandai Games;1.32;2014
World of Warcraft: Wrath of the Lich King;PC;Role-Playing;Activision;1.32;2008
Kingdom Hearts II;PS3;Role-Playing;Square Enix;1.32;2014
The LEGO Movie Videogame;X360;Action;Warner Bros. Interactive Entertainment;1.32;2014
TOCA 2: Touring Cars;PS;Racing;Codemasters;1.32;1998
Gyromite;NES;Puzzle;Nintendo;1.32;1985
NFL 2K3;PS2;Sports;Atari;1.32;2002
Fighting Force;PS;Fighting;Eidos Interactive;1.32;1997
Mega Man Battle Network 4: Red Sun / Blue Moon;GBA;Role-Playing;Capcom;1.32;2003
MAG: Massive Action Game;PS3;Shooter;Sony Computer Entertainment;1.32;2010
Madden NFL 97;PS;Sports;Electronic Arts;1.32;1996
Cars 2;DS;Racing;Disney Interactive Studios;1.32;2011
Skylanders Giants;X360;Action;Activision;1.32;2012
TNN Motor Sports Hardcore 4x4;PS;Racing;ASC Games;1.31;1996
IHRA Drag Racing 2;PS2;Racing;Bethesda Softworks;1.31;2002
The Beatles: Rock Band;X360;Misc;MTV Games;1.31;2009
Tekken 6;X360;Fighting;Namco Bandai Games;1.31;2009
[Prototype];X360;Action;Activision;1.31;2009
Deal or No Deal;Wii;Misc;Zoo Games;1.31;2009
Madagascar;PS2;Platform;Activision;1.31;2005
Rugrats Studio Tour;PS;Adventure;THQ;1.31;1999
LEGO Battles;DS;Strategy;Warner Bros. Interactive Entertainment;1.31;2009
Pitfall II: Lost Caverns;2600;Platform;Activision;1.31;1983
Turok: Evolution;PS2;Shooter;Acclaim Entertainment;1.31;2002
High School Musical 3: Senior Year DANCE!;Wii;Misc;Disney Interactive Studios;1.31;2008
Gold's Gym: Cardio Workout;Wii;Sports;Ubisoft;1.31;2008
Burnout 3: Takedown;XB;Racing;Electronic Arts;1.31;2004
Yu-Gi-Oh! The Sacred Cards;GBA;Role-Playing;Konami Digital Entertainment;1.3;2002
Crysis 2;PS3;Action;Electronic Arts;1.3;2011
NBA Live 07;PS2;Sports;Electronic Arts;1.3;2006
Saints Row IV;PS3;Action;Deep Silver;1.3;2013
SingStar '80s;PS2;Misc;Sony Computer Entertainment;1.3;2005
EA Playground;Wii;Sports;Electronic Arts;1.3;2007
Test Drive 5;PS;Racing;Accolade;1.3;1997
Romancing SaGa 3;SNES;Role-Playing;SquareSoft;1.3;1995
EA Sports Active 2;Wii;Sports;Electronic Arts;1.3;2010
Digimon World;PS;Role-Playing;Namco Bandai Games;1.3;1999
Rise of the Tomb Raider;XOne;Adventure;Square Enix;1.3;2015
Need for Speed Carbon;Wii;Racing;Electronic Arts;1.29;2006
Yoshi's Woolly World;WiiU;Platform;Nintendo;1.29;2015
Mega Man Battle Network 3 Blue / White Version;GBA;Role-Playing;Capcom;1.29;2002
FIFA Street;PS3;Sports;Electronic Arts;1.29;2012
Resident Evil Zero;GC;Action;Capcom;1.29;2002
Need for Speed: Most Wanted;X360;Racing;Electronic Arts;1.29;2005
Tom Clancy's Rainbow Six: Siege;XOne;Shooter;Ubisoft;1.29;2015
Pirates of the Caribbean: The Curse of the Black Pearl;GBA;Platform;TDK Mediactive;1.29;2003
Transformers;PS2;Shooter;Atari;1.29;2004
Guitar Hero: Aerosmith;Wii;Misc;Activision;1.29;2008
Mystery Case Files: MillionHeir;DS;Adventure;Nintendo;1.29;2008
Valkyria Chronicles;PS3;Role-Playing;Sega;1.29;2008
Midnight Club 3: DUB Edition (America weekly sales);PS2;Racing;Take-Two Interactive;1.29;2005
Champions of Norrath;PS2;Role-Playing;Sony Online Entertainment;1.28;2004
Watch Dogs;X360;Action;Ubisoft;1.28;2014
Imagine: Wedding Designer;DS;Simulation;Ubisoft;1.28;2008
Metal Gear Solid V: Ground Zeroes;PS4;Action;Konami Digital Entertainment;1.28;2014
Yakuman;GB;Misc;Nintendo;1.28;1989
Assassin's Creed Syndicate;XOne;Action;Ubisoft;1.28;2015
Army Men 3D;PS;Action;3DO;1.28;1999
WWE '13;X360;Action;THQ;1.28;2012
Twisted Metal 4;PS;Racing;989 Studios;1.28;1999
Manhunt;PS2;Action;Take-Two Interactive;1.28;2003
Kid Icarus: Uprising;3DS;Action;Nintendo;1.28;2012
Silent Hill 2;PS2;Action;Konami Digital Entertainment;1.28;2001
Tomb Raider: Underworld;PS3;Action;Eidos Interactive;1.27;2008
Castlevania: Symphony of the Night;PS;Platform;Konami Digital Entertainment;1.27;1997
The Sims 2: Nightlife;PC;Simulation;Electronic Arts;1.27;2005
LEGO Batman: The Videogame;PS2;Action;Warner Bros. Interactive Entertainment;1.27;2008
Road Rash;PS;Racing;Electronic Arts;1.27;1995
Pokemon Mystery Dungeon: Gates to Infinity;3DS;Role-Playing;Nintendo;1.27;2012
Atlantis;2600;Shooter;Imagic;1.27;1981
NBA 2K9;X360;Sports;Take-Two Interactive;1.27;2008
WWE '12;X360;Fighting;THQ;1.27;2011
Tony Hawk's Underground;XB;Sports;Activision;1.27;2003
Hogan's Alley;NES;Shooter;Nintendo;1.27;1984
The Elder Scrolls Online;XOne;Role-Playing;Bethesda Softworks;1.27;2015
Jillian Michaels' Fitness Ultimatum 2009;Wii;Sports;Deep Silver;1.27;2008
.hack//Infection Part 1;PS2;Role-Playing;Atari;1.27;2002
Rockstar Games presents Table Tennis;Wii;Sports;Take-Two Interactive;1.27;2007
Sonic Adventure DX: Director's Cut;GC;Platform;Sega;1.27;2003
Jet Li: Rise to Honor;PS2;Action;Sony Computer Entertainment;1.27;2004
Battle Arena Toshinden;PS;Fighting;Sony Computer Entertainment;1.27;1994
Yokai Watch 3;3DS;Action;Level 5;1.27;2016
Kung Fu Panda;DS;Action;Activision;1.26;2008
Tamagotchi Connection: Corner Shop;DS;Simulation;Atari;1.26;2005
Football Manager 2011;PC;Sports;Sega;1.26;2010
Devil Dice;PS;Puzzle;THQ;1.26;1998
Final Fantasy IV;DS;Simulation;Square Enix;1.26;2007
Hyrule Warriors;WiiU;Action;Nintendo;1.26;2014
Need for Speed Carbon;PS3;Racing;Electronic Arts;1.26;2006
Championship Manager 03/04;PC;Sports;Eidos Interactive;1.26;2003
Brian Lara Cricket;PS;Sports;Codemasters;1.26;1998
Ratatouille;DS;Action;THQ;1.26;2007
Wheel of Fortune;PS;Misc;Hasbro Interactive;1.26;1998
LEGO The Lord of the Rings;X360;Action;Warner Bros. Interactive Entertainment;1.26;2012
Winter Sports: The Ultimate Challenge;Wii;Sports;RTL;1.26;2007
SOCOM: U.S. Navy SEALs Confrontation;PS3;Shooter;Sony Computer Entertainment;1.25;2008
NBA Live 2001;PS;Sports;Electronic Arts;1.25;2000
Star Wars: The Force Unleashed;PS2;Action;LucasArts;1.25;2008
Tom Clancy's Rainbow Six: Vegas;PS3;Shooter;Ubisoft;1.25;2007
Dragon Ball: Daimaou Fukkatsu;NES;Role-Playing;Namco Bandai Games;1.25;1988
Gegege no Kitarou 2: Youkai Gundan no Chousen;NES;Role-Playing;Namco Bandai Games;1.25;1987
Reel Fishing;PS;Sports;Natsume;1.25;1996
Injustice: Gods Among Us;PS3;Fighting;Warner Bros. Interactive Entertainment;1.25;2013
Pokemon XD: Gale of Darkness;GC;Role-Playing;Nintendo;1.25;2005
Black;PS2;Shooter;Electronic Arts;1.25;2006
RollerCoaster Tycoon 2;PC;Strategy;Atari;1.25;2002
Lara Croft Tomb Raider: The Angel of Darkness;PS2;Action;Eidos Interactive;1.25;2003
Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;Action;Ubisoft;1.25;2004
Road Rash 3D;PS;Racing;Electronic Arts;1.25;1998
Ratchet: Deadlocked;PS2;Shooter;Sony Computer Entertainment;1.24;2005
Baldur's Gate: Dark Alliance;PS2;Role-Playing;Virgin Interactive;1.24;2001
Transformers: Autobots / Decepticons;DS;Action;Activision;1.24;2007
Tales of Xillia;PS3;Role-Playing;Namco Bandai Games;1.24;2011
Diddy Kong Racing DS;DS;Racing;Nintendo;1.24;2007
[Prototype];PS3;Action;Activision;1.24;2009
Assassin's Creed: Bloodlines;PSP;Action;Ubisoft;1.24;2009
Oddworld: Abe's Oddysee;PS;Platform;GT Interactive;1.24;1997
The Witcher 3: Wild Hunt;XOne;Role-Playing;Namco Bandai Games;1.24;2015
Ridge Racer V;PS2;Action;Namco Bandai Games;1.24;2000
WWE SmackDown vs. Raw 2009;PS2;Fighting;THQ;1.24;2008
Tetris 2 (All region sales);GB;Puzzle;Nintendo;1.24;1992
Star Wars Episode III: Revenge of the Sith;XB;Action;Activision;1.24;2005
Ben 10: Protector of Earth;Wii;Action;D3Publisher;1.23;2007
Frogger: The Great Quest;PS2;Platform;Konami Digital Entertainment;1.23;2001
2010 FIFA World Cup South Africa;PS3;Sports;Electronic Arts;1.23;2010
Ninja Gaiden;XB;Action;Microsoft Game Studios;1.23;2004
Crash Bandicoot: The Wrath of Cortex;XB;Platform;Universal Interactive;1.23;2002
Driv3r;PS2;Racing;Atari;1.23;2004
Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game;PS;Misc;Sony Computer Entertainment;1.23;2003
Farming Simulator 2015;PC;Simulation;Focus Home Interactive;1.23;2014
Guitar Hero: Aerosmith;X360;Misc;Activision;1.23;2008
Medal of Honor: Airborne;PS3;Shooter;Electronic Arts;1.23;2007
Kirby Tilt 'n' Tumble;GB;Puzzle;Nintendo;1.23;2000
